N,V,N_0,V_0
0.0156111,,,
0.0156444,,,
0.0156778,,,
0.0157111,,,
0.0157444,,,
0.0157778,,,
0.0158111,,,
0.0158444,,,
0.0158778,,,
0.0159111,,,
0.0159444,,,
0.0159778,,,
0.0160111,,,
0.0160444,,,
0.0160778,,,
0.0161111,,,
0.0161444,,,
0.0161778,,,
0.0162111,,,
0.0162444,,,
0.0162778,,,
0.0163111,,,
0.0163444,,,
0.0163778,,,
0.0164111,,,
0.0164444,,,
0.0164778,,,
0.0165111,,,
0.0165444,,,
0.0165778,,,
0.0166111,,,
0.0166444,,,
0.0166778,,,
0.0167111,,,
0.0167444,,,
0.0167778,,,
0.0168111,,,
0.0168444,,,
0.0168778,,,
0.0169111,,,
0.0169444,,,
0.0169778,,,
0.0170111,,,
0.0170444,,,
0.0170778,,,
0.0171111,,,
0.0171444,,,
0.0171778,,,
0.0172111,,,
0.0172444,,,
0.0172778,,,
0.0173111,,,
0.0173444,,,
0.0173778,,,
0.0174111,,,
0.0174444,,,
0.0174778,,,
0.0175111,,,
0.0175444,,,
0.0175778,,,
0.0176111,,,
0.0176444,,,
0.0176778,,,
0.0177111,,,
0.0177444,,,
0.0177778,,,
0.0178111,,,
0.0178444,,,
0.0178778,,,
0.0179111,,,
0.0179444,,,
0.0179778,,,
0.0180111,,,
0.0180444,,,
0.0180778,,,
0.0181111,,,
0.0181444,,,
0.0181778,,,
0.0182111,,,
0.0182444,,,
0.0182778,,,
0.0183111,,,
0.0183444,,,
0.0183778,,,
0.0184111,,,
0.0184444,,,
0.0184778,,,
0.0185111,,,
0.0185444,,,
0.0185778,,,
0.0186111,,,
0.0186444,,,
0.0186778,,,
0.0187111,,,
0.0187444,,,
0.0187778,,,
0.0188111,,,
0.0188444,,,
0.0188778,,,
0.0189111,,,
0.0189444,,,
0.0189778,,,
0.0190111,,,
0.0190444,,,
0.0190778,,,
0.0191111,,,
0.0191444,,,
0.0191778,,,
0.0192111,,,
0.0192444,,,
0.0192778,,,
0.0193111,,,
0.0193444,,,
0.0193778,,,
0.0194111,,,
0.0194444,,,
0.0194778,,,
0.0195111,,,
0.0195444,,,
0.0195778,,,
0.0196111,,,
0.0196444,,,
0.0196778,,,
0.0197111,,,
0.0197444,,,
0.0197778,,,
0.0198111,,,
0.0198444,,,
0.0198778,,,
0.0199111,,,
0.0199444,,,
0.0199778,,,
0.0200111,,,
0.0200444,,,
0.0200778,,,
0.0201111,,,
0.0201444,,,
0.0201778,,,
0.0202111,,,
0.0202444,,,
0.0202778,,,
0.0203111,,,
0.0203444,,,
0.0203778,,,
0.0204111,,,
0.0204444,,,
0.0204778,,,
0.0205111,,,
0.0205444,,,
0.0205778,,,
0.0206111,,,
0.0206444,,,
0.0206778,,,
0.0207111,,,
0.0207444,,,
0.0207778,,,
0.0208111,,,
0.0208444,,,
0.0208778,,,
0.0209111,,,
0.0209444,,,
0.0209778,,,
0.0210111,,,
0.0210444,,,
0.0210778,,,
0.0211111,,,
0.0211444,,,
0.0211778,,,
0.0212111,,,
0.0212444,,,
0.0212778,,,
0.0213111,,,
0.0213444,,,
0.0213778,,,
0.0214111,,,
0.0214444,,,
0.0214778,,,
0.0215111,,,
0.0215444,,,
0.0215778,,,
0.0216111,,,
0.0216444,,,
0.0216778,,,
0.0217111,,,
0.0217444,,,
0.0217778,,,
0.0218111,,,
0.0218444,,,
0.0218778,,,
0.0219111,,,
0.0219444,,,
0.0219778,,,
0.0220111,,,
0.0220444,,,
0.0220778,,,
0.0221111,,,
0.0221444,,,
0.0221778,,,
0.0222111,,,
0.0222444,,,
0.0222778,,,
0.0223111,,,
0.0223444,,,
0.0223778,,,
0.0224111,,,
0.0224444,,,
0.0224778,,,
0.0225111,,,
0.0225444,,,
0.0225778,,,
0.0226111,,,
0.0226444,,,
0.0226778,,,
0.0227111,,,
0.0227444,,,
0.0227778,,,
0.0228111,,,
0.0228444,,,
0.0228778,,,
0.0229111,,,
0.0229444,,,
0.0229778,,,
0.0230111,,,
0.0230444,,,
0.0230778,,,
0.0231111,,,
0.0231444,,,
0.0231778,,,
0.0232111,,,
0.0232444,,,
0.0232778,,,
0.0233111,,,
0.0233444,,,
0.0233778,,,
0.0234111,,,
0.0234444,,,
0.0234778,,,
0.0235111,,,
0.0235444,,,
0.0235778,,,
0.0236111,,,
0.0236444,,,
0.0236778,,,
0.0237111,,,
0.0237444,,,
0.0237778,,,
0.0238111,,,
0.0238444,,,
0.0238778,,,
0.0239111,,,
0.0239444,,,
0.0239778,,,
0.0240111,,,
0.0240444,,,
0.0240778,,,
0.0241111,,,
0.0241444,,,
0.0241778,,,
0.0242111,,,
0.0242444,,,
0.0242778,,,
0.0243111,,,
0.0243444,,,
0.0243778,,,
0.0244111,,,
0.0244444,,,
0.0244778,,,
0.0245111,,,
0.0245444,,,
0.0245778,,,
0.0246111,,,
0.0246444,,,
0.0246778,,,
0.0247111,,,
0.0247444,,,
0.0247778,,,
0.0248111,,,
0.0248444,,,
0.0248778,,,
0.0249111,,,
0.0249444,,,
0.0249778,,,
0.0250111,,,
0.0250444,,,
0.0250778,,,
0.0251111,,,
0.0251444,,,
0.0251778,,,
0.0252111,,,
0.0252444,,,
0.0252778,,,
0.0253111,,,
0.0253444,,,
0.0253778,,,
0.0254111,,,
0.0254444,,,
0.0254778,,,
0.0255111,,,
0.0255444,,,
0.0255778,,,
0.0256111,,,
0.0256444,,,
0.0256778,,,
0.0257111,,,
0.0257444,,,
0.0257778,,,
0.0258111,,,
0.0258444,,,
0.0258778,,,
0.0259111,,,
0.0259444,,,
0.0259778,,,
0.0260111,,,
0.0260444,,,
0.0260778,,,
0.0261111,,,
0.0261444,,,
0.0261778,,,
0.0262111,,,
0.0262444,,,
0.0262778,,,
0.0263111,,,
0.0263444,,,
0.0263778,,,
0.0264111,,,
0.0264444,,,
0.0264778,,,
0.0265111,,,
0.0265444,,,
0.0265778,,,
0.0266111,,,
0.0266444,,,
0.0266778,,,
0.0267111,,,
0.0267444,,,
0.0267778,,,
0.0268111,,,
0.0268444,,,
0.0268778,,,
0.0269111,,,
0.0269444,,,
0.0269778,,,
0.0270111,,,
0.0270444,,,
0.0270778,,,
0.0271111,,,
0.0271444,,,
0.0271778,,,
0.0272111,,,
0.0272444,,,
0.0272778,,,
0.0273111,,,
0.0273444,,,
0.0273778,,,
0.0274111,,,
0.0274444,,,
0.0274778,,,
0.0275111,,,
0.0275444,,,
0.0275778,,,
0.0276111,,,
0.0276444,,,
0.0276778,,,
0.0277111,,,
0.0277444,,,
0.0277778,,,
0.0278111,,,
0.0278444,,,
0.0278778,,,
0.0279111,,,
0.0279444,,,
0.0279778,,,
0.0280111,,,
0.0280444,,,
0.0280778,,,
0.0281111,,,
0.0281444,,,
0.0281778,,,
0.0282111,,,
0.0282444,,,
0.0282778,,,
0.0283111,,,
0.0283444,,,
0.0283778,,,
0.0284111,,,
0.0284444,,,
0.0284778,,,
0.0285111,,,
0.0285444,,,
0.0285778,,,
0.0286111,,,
0.0286444,,,
0.0286778,,,
0.0287111,,,
0.0287444,,,
0.0287778,,,
0.0288111,,,
0.0288444,,,
0.0288778,,,
0.0289111,,,
0.0289444,,,
0.0289778,,,
0.0290111,,,
0.0290444,,,
0.0290778,,,
0.0291111,,,
0.0291444,,,
0.0291778,,,
0.0292111,,,
0.0292444,,,
0.0292778,,,
0.0293111,,,
0.0293444,,,
0.0293778,,,
0.0294111,,,
0.0294444,,,
0.0294778,,,
0.0295111,,,
0.0295444,,,
0.0295778,,,
0.0296111,,,
0.0296444,,,
0.0296778,,,
0.0297111,,,
0.0297444,,,
0.0297778,,,
0.0298111,,,
0.0298444,,,
0.0298778,,,
0.0299111,,,
0.0299444,,,
0.0299778,,,
0.0300111,,,
0.0300444,,,
0.0300778,,,
0.0301111,,,
0.0301444,,,
0.0301778,,,
0.0302111,,,
0.0302444,,,
0.0302778,,,
0.0303111,,,
0.0303444,,,
0.0303778,,,
0.0304111,,,
0.0304444,,,
0.0304778,,,
0.0305111,,,
0.0305444,,,
0.0305778,,,
0.0306111,,,
0.0306444,,,
0.0306778,,,
0.0307111,,,
0.0307444,,,
0.0307778,,,
0.0308111,,,
0.0308444,,,
0.0308778,,,
0.0309111,,,
0.0309444,,,
0.0309778,,,
0.0310111,,,
0.0310444,,,
0.0310778,,,
0.0311111,,,
0.0311444,,,
0.0311778,,,
0.0312111,,,
0.0312444,,,
0.0312778,,,
0.0313111,,,
0.0313444,,,
0.0313778,,,
0.0314111,,,
0.0314444,,,
0.0314778,,,
0.0315111,,,
0.0315444,,,
0.0315778,,,
0.0316111,,,
0.0316444,,,
0.0316778,,,
0.0317111,,,
0.0317444,,,
0.0317778,,,
0.0318111,,,
0.0318444,,,
0.0318778,,,
0.0319111,,,
0.0319444,,,
0.0319778,,,
0.0320111,,,
0.0320444,,,
0.0320778,,,
0.0321111,,,
0.0321444,,,
0.0321778,,,
0.0322111,,,
0.0322444,,,
0.0322778,,,
0.0323111,,,
0.0323444,,,
0.0323778,,,
0.0324111,,,
0.0324444,,,
0.0324778,,,
0.0325111,,,
0.0325444,,,
0.0325778,,,
0.0326111,,,
0.0326444,,,
0.0326778,,,
0.0327111,,,
0.0327444,,,
0.0327778,,,
0.0328111,,,
0.0328444,,,
0.0328778,,,
0.0329111,,,
0.0329444,,,
0.0329778,,,
0.0330111,,,
0.0330444,,,
0.0330778,,,
0.0331111,,,
0.0331444,,,
0.0331778,,,
0.0332111,,,
0.0332444,,,
0.0332778,,,
0.0333111,,,
0.0333444,,,
0.0333778,,,
0.0334111,,,
0.0334444,,,
0.0334778,,,
0.0335111,,,
0.0335444,,,
0.0335778,,,
0.0336111,,,
0.0336444,,,
0.0336778,,,
0.0337111,,,
0.0337444,,,
0.0337778,,,
0.0338111,,,
0.0338444,,,
0.0338778,,,
0.0339111,,,
0.0339444,,,
0.0339778,,,
0.0340111,,,
0.0340444,,,
0.0340778,,,
0.0341111,,,
0.0341444,,,
0.0341778,,,
0.0342111,,,
0.0342444,,,
0.0342778,,,
0.0343111,,,
0.0343444,,,
0.0343778,,,
0.0344111,,,
0.0344444,,,
0.0344778,,,
0.0345111,,,
0.0345444,,,
0.0345778,,,
0.0346111,,,
0.0346444,,,
0.0346778,,,
0.0347111,,,
0.0347444,,,
0.0347778,,,
0.0348111,,,
0.0348444,,,
0.0348778,,,
0.0349111,,,
0.0349444,,,
0.0349778,,,
0.0350111,,,
0.0350444,,,
0.0350778,,,
0.0351111,,,
0.0351444,,,
0.0351778,,,
0.0352111,,,
0.0352444,,,
0.0352778,,,
0.0353111,,,
0.0353444,,,
0.0353778,,,
0.0354111,,,
0.0354444,,,
0.0354778,,,
0.0355111,,,
0.0355444,,,
0.0355778,,,
0.0356111,,,
0.0356444,,,
0.0356778,,,
0.0357111,,,
0.0357444,,,
0.0357778,,,
0.0358111,,,
0.0358444,,,
0.0358778,,,
0.0359111,,,
0.0359444,,,
0.0359778,,,
0.0360111,,,
0.0360444,,,
0.0360778,,,
0.0361111,,,
0.0361444,,,
0.0361778,,,
0.0362111,,,
0.0362444,,,
0.0362778,,,
0.0363111,,,
0.0363444,,,
0.0363778,,,
0.0364111,,,
0.0364444,,,
0.0364778,,,
0.0365111,,,
0.0365444,,,
0.0365778,,,
0.0366111,,,
0.0366444,,,
0.0366778,,,
0.0367111,,,
0.0367444,,,
0.0367778,,,
0.0368111,,,
0.0368444,,,
0.0368778,,,
0.0369111,,,
0.0369444,,,
0.0369778,,,
0.0370111,,,
0.0370444,,,
0.0370778,,,
0.0371111,,,
0.0371444,,,
0.0371778,,,
0.0372111,,,
0.0372444,,,
0.0372778,,,
0.0373111,,,
0.0373444,,,
0.0373778,,,
0.0374111,,,
0.0374444,,,
0.0374778,,,
0.0375111,,,
0.0375444,,,
0.0375778,,,
0.0376111,,,
0.0376444,,,
0.0376778,,,
0.0377111,,,
0.0377444,,,
0.0377778,,,
0.0378111,,,
0.0378444,,,
0.0378778,,,
0.0379111,,,
0.0379444,,,
0.0379778,,,
0.0380111,,,
0.0380444,,,
0.0380778,,,
0.0381111,,,
0.0381444,,,
0.0381778,,,
0.0382111,,,
0.0382444,,,
0.0382778,,,
0.0383111,,,
0.0383444,,,
0.0383778,,,
0.0384111,,,
0.0384444,,,
0.0384778,,,
0.0385111,,,
0.0385444,,,
0.0385778,,,
0.0386111,,,
0.0386444,,,
0.0386778,,,
0.0387111,,,
0.0387444,,,
0.0387778,,,
0.0388111,,,
0.0388444,,,
0.0388778,,,
0.0389111,,,
0.0389444,,,
0.0389778,,,
0.0390111,,,
0.0390444,,,
0.0390778,,,
0.0391111,,,
0.0391444,,,
0.0391778,,,
0.0392111,,,
0.0392444,,,
0.0392778,,,
0.0393111,,,
0.0393444,,,
0.0393778,,,
0.0394111,,,
0.0394444,,,
0.0394778,,,
0.0395111,,,
0.0395444,,,
0.0395778,,,
0.0396111,,,
0.0396444,,,
0.0396778,,,
0.0397111,,,
0.0397444,,,
0.0397778,,,
0.0398111,,,
0.0398444,,,
0.0398778,,,
0.0399111,,,
0.0399444,,,
0.0399778,,,
0.0400111,,,
0.0400444,,,
0.0400778,,,
0.0401111,,,
0.0401444,,,
0.0401778,,,
0.0402111,,,
0.0402444,,,
0.0402778,,,
0.0403111,,,
0.0403444,,,
0.0403778,,,
0.0404111,,,
0.0404444,,,
0.0404778,,,
0.0405111,,,
0.0405444,,,
0.0405778,,,
0.0406111,,,
0.0406444,,,
0.0406778,,,
0.0407111,,,
0.0407444,,,
0.0407778,,,
0.0408111,,,
0.0408444,,,
0.0408778,,,
0.0409111,,,
0.0409444,,,
0.0409778,,,
0.0410111,,,
0.0410444,,,
0.0410778,,,
0.0411111,,,
0.0411444,,,
0.0411778,,,
0.0412111,,,
0.0412444,,,
0.0412778,,,
0.0413111,,,
0.0413444,,,
0.0413778,,,
0.0414111,,,
0.0414444,,,
0.0414778,,,
0.0415111,,,
0.0415444,,,
0.0415778,,,
0.0416111,,,
0.0416444,,,
0.0416778,,,
0.0417111,,,
0.0417444,,,
0.0417778,,,
0.0418111,,,
0.0418444,,,
0.0418778,,,
0.0419111,,,
0.0419444,,,
0.0419778,,,
0.0420111,,,
0.0420444,,,
0.0420778,,,
0.0421111,,,
0.0421444,,,
0.0421778,,,
0.0422111,,,
0.0422444,,,
0.0422778,,,
0.0423111,,,
0.0423444,,,
0.0423778,,,
0.0424111,,,
0.0424444,,,
0.0424778,,,
0.0425111,,,
0.0425444,,,
0.0425778,,,
0.0426111,,,
0.0426444,,,
0.0426778,,,
0.0427111,,,
0.0427444,,,
0.0427778,,,
0.0428111,,,
0.0428444,,,
0.0428778,,,
0.0429111,,,
0.0429444,,,
0.0429778,,,
0.0430111,,,
0.0430444,,,
0.0430778,,,
0.0431111,,,
0.0431444,,,
0.0431778,,,
0.0432111,,,
0.0432444,,,
0.0432778,,,
0.0433111,,,
0.0433444,,,
0.0433778,,,
0.0434111,,,
0.0434444,,,
0.0434778,,,
0.0435111,,,
0.0435444,,,
0.0435778,,,
0.0436111,,,
0.0436444,,,
0.0436778,,,
0.0437111,,,
0.0437444,,,
0.0437778,,,
0.0438111,,,
0.0438444,,,
0.0438778,,,
0.0439111,,,
0.0439444,,,
0.0439778,,,
0.0440111,,,
0.0440444,,,
0.0440778,,,
0.0441111,,,
0.0441444,,,
0.0441778,,,
0.0442111,,,
0.0442444,,,
0.0442778,,,
0.0443111,,,
0.0443444,,,
0.0443778,,,
0.0444111,,,
0.0444444,,,
0.0444778,,,
0.0445111,,,
0.0445444,,,
0.0445778,,,
0.0446111,,,
0.0446444,,,
0.0446778,,,
0.0447111,,,
0.0447444,,,
0.0447778,,,
0.0448111,,,
0.0448444,,,
0.0448778,,,
0.0449111,,,
0.0449444,,,
0.0449778,,,
0.0450111,,,
0.0450444,,,
0.0450778,,,
0.0451111,,,
0.0451444,,,
0.0451778,,,
0.0452111,,,
0.0452444,,,
0.0452778,,,
0.0453111,,,
0.0453444,,,
0.0453778,,,
0.0454111,,,
0.0454444,,,
0.0454778,,,
0.0455111,,,
0.0455444,,,
0.0455778,,,
0.0456111,,,
0.0456444,,,
0.0456778,,,
0.0457111,,,
0.0457444,,,
0.0457778,,,
0.0458111,,,
0.0458444,,,
0.0458778,,,
0.0459111,,,
0.0459444,,,
0.0459778,,,
0.0460111,,,
0.0460444,,,
0.0460778,,,
0.0461111,,,
0.0461444,,,
0.0461778,,,
0.0462111,,,
0.0462444,,,
0.0462778,,,
0.0463111,,,
0.0463444,,,
0.0463778,,,
0.0464111,,,
0.0464444,,,
0.0464778,,,
0.0465111,,,
0.0465444,,,
0.0465778,,,
0.0466111,,,
0.0466444,,,
0.0466778,,,
0.0467111,,,
0.0467444,,,
0.0467778,,,
0.0468111,,,
0.0468444,,,
0.0468778,,,
0.0469111,,,
0.0469444,,,
0.0469778,,,
0.0470111,,,
0.0470444,,,
0.0470778,,,
0.0471111,,,
0.0471444,,,
0.0471778,,,
0.0472111,,,
0.0472444,,,
0.0472778,,,
0.0473111,,,
0.0473444,,,
0.0473778,,,
0.0474111,,,
0.0474444,,,
0.0474778,,,
0.0475111,,,
0.0475444,,,
0.0475778,,,
0.0476111,,,
0.0476444,,,
0.0476778,,,
0.0477111,,,
0.0477444,,,
0.0477778,,,
0.0478111,,,
0.0478444,,,
0.0478778,,,
0.0479111,,,
0.0479444,,,
0.0479778,,,
0.0480111,,,
0.0480444,,,
0.0480778,,,
0.0481111,,,
0.0481444,,,
0.0481778,,,
0.0482111,,,
0.0482444,,,
0.0482778,,,
0.0483111,,,
0.0483444,,,
0.0483778,,,
0.0484111,,,
0.0484444,,,
0.0484778,,,
0.0485111,,,
0.0485444,,,
0.0485778,,,
0.0486111,,,
0.0486444,,,
0.0486778,,,
0.0487111,,,
0.0487444,,,
0.0487778,,,
0.0488111,,,
0.0488444,,,
0.0488778,,,
0.0489111,,,
0.0489444,,,
0.0489778,,,
0.0490111,,,
0.0490444,,,
0.0490778,,,
0.0491111,,,
0.0491444,,,
0.0491778,,,
0.0492111,,,
0.0492444,,,
0.0492778,,,
0.0493111,,,
0.0493444,,,
0.0493778,,,
0.0494111,,,
0.0494444,,,
0.0494778,,,
0.0495111,,,
0.0495444,,,
0.0495778,,,
0.0496111,,,
0.0496444,,,
0.0496778,,,
0.0497111,,,
0.0497444,,,
0.0497778,,,
0.0498111,,,
0.0498444,,,
0.0498778,,,
0.0499111,,,
0.0499444,,,
0.0499778,,,
0.0500111,,,
0.0500444,,,
0.0500778,,,
0.0501111,,,
0.0501444,,,
0.0501778,,,
0.0502111,,,
0.0502444,,,
0.0502778,,,
0.0503111,,,
0.0503444,,,
0.0503778,,,
0.0504111,,,
0.0504444,,,
0.0504778,,,
0.0505111,,,
0.0505444,,,
0.0505778,,,
0.0506111,,,
0.0506444,,,
0.0506778,,,
0.0507111,,,
0.0507444,,,
0.0507778,,,
0.0508111,,,
0.0508444,,,
0.0508778,,,
0.0509111,,,
0.0509444,,,
0.0509778,,,
0.0510111,,,
0.0510444,,,
0.0510778,,,
0.0511111,,,
0.0511444,,,
0.0511778,,,
0.0512111,,,
0.0512444,,,
0.0512778,,,
0.0513111,,,
0.0513444,,,
0.0513778,,,
0.0514111,,,
0.0514444,,,
0.0514778,,,
0.0515111,,,
0.0515444,,,
0.0515778,,,
0.0516111,,,
0.0516444,,,
0.0516778,,,
0.0517111,,,
0.0517444,,,
0.0517778,,,
0.0518111,,,
0.0518444,,,
0.0518778,,,
0.0519111,,,
0.0519444,,,
0.0519778,,,
0.0520111,,,
0.0520444,,,
0.0520778,,,
0.0521111,,,
0.0521444,,,
0.0521778,,,
0.0522111,,,
0.0522444,,,
0.0522778,,,
0.0523111,,,
0.0523444,,,
0.0523778,,,
0.0524111,,,
0.0524444,,,
0.0524778,,,
0.0525111,,,
0.0525444,,,
0.0525778,,,
0.0526111,,,
0.0526444,,,
0.0526778,,,
0.0527111,,,
0.0527444,,,
0.0527778,,,
0.0528111,,,
0.0528444,,,
0.0528778,,,
0.0529111,,,
0.0529444,,,
0.0529778,,,
0.0530111,,,
0.0530444,,,
0.0530778,,,
0.0531111,,,
0.0531444,,,
0.0531778,,,
0.0532111,,,
0.0532444,,,
0.0532778,,,
0.0533111,,,
0.0533444,,,
0.0533778,,,
0.0534111,,,
0.0534444,,,
0.0534778,,,
0.0535111,,,
0.0535444,,,
0.0535778,,,
0.0536111,,,
0.0536444,,,
0.0536778,,,
0.0537111,,,
0.0537444,,,
0.0537778,,,
0.0538111,,,
0.0538444,,,
0.0538778,,,
0.0539111,,,
0.0539444,,,
0.0539778,,,
0.0540111,,,
0.0540444,,,
0.0540778,,,
0.0541111,,,
0.0541444,,,
0.0541778,,,
0.0542111,,,
0.0542444,,,
0.0542778,,,
0.0543111,,,
0.0543444,,,
0.0543778,,,
0.0544111,,,
0.0544444,,,
0.0544778,,,
0.0545111,,,
0.0545444,,,
0.0545778,,,
0.0546111,,,
0.0546444,,,
0.0546778,,,
0.0547111,,,
0.0547444,,,
0.0547778,,,
0.0548111,,,
0.0548444,,,
0.0548778,,,
0.0549111,,,
0.0549444,,,
0.0549778,,,
0.0550111,,,
0.0550444,,,
0.0550778,,,
0.0551111,,,
0.0551444,,,
0.0551778,,,
0.0552111,,,
0.0552444,,,
0.0552778,,,
0.0553111,,,
0.0553444,,,
0.0553778,,,
0.0554111,,,
0.0554444,,,
0.0554778,,,
0.0555111,,,
0.0555444,,,
0.0555778,,,
0.0556111,,,
0.0556444,,,
0.0556778,,,
0.0557111,,,
0.0557444,,,
0.0557778,,,
0.0558111,,,
0.0558444,,,
0.0558778,,,
0.0559111,,,
0.0559444,,,
0.0559778,,,
0.0560111,,,
0.0560444,,,
0.0560778,,,
0.0561111,,,
0.0561444,,,
0.0561778,,,
0.0562111,,,
0.0562444,,,
0.0562778,,,
0.0563111,,,
0.0563444,,,
0.0563778,,,
0.0564111,,,
0.0564444,,,
0.0564778,,,
0.0565111,,,
0.0565444,,,
0.0565778,,,
0.0566111,,,
0.0566444,,,
0.0566778,,,
0.0567111,,,
0.0567444,,,
0.0567778,,,
0.0568111,,,
0.0568444,,,
0.0568778,,,
0.0569111,,,
0.0569444,,,
0.0569778,,,
0.0570111,,,
0.0570444,,,
0.0570778,,,
0.0571111,,,
0.0571444,,,
0.0571778,,,
0.0572111,,,
0.0572444,,,
0.0572778,,,
0.0573111,,,
0.0573444,,,
0.0573778,,,
0.0574111,,,
0.0574444,,,
0.0574778,,,
0.0575111,,,
0.0575444,,,
0.0575778,,,
0.0576111,,,
0.0576444,,,
0.0576778,,,
0.0577111,,,
0.0577444,,,
0.0577778,,,
0.0578111,,,
0.0578444,,,
0.0578778,,,
0.0579111,,,
0.0579444,,,
0.0579778,,,
0.0580111,,,
0.0580444,,,
0.0580778,,,
0.0581111,,,
0.0581444,,,
0.0581778,,,
0.0582111,,,
0.0582444,,,
0.0582778,,,
0.0583111,,,
0.0583444,,,
0.0583778,,,
0.0584111,,,
0.0584444,,,
0.0584778,,,
0.0585111,,,
0.0585444,,,
0.0585778,,,
0.0586111,,,
0.0586444,,,
0.0586778,,,
0.0587111,,,
0.0587444,,,
0.0587778,,,
0.0588111,,,
0.0588444,,,
0.0588778,,,
0.0589111,,,
0.0589444,,,
0.0589778,,,
0.0590111,,,
0.0590444,,,
0.0590778,,,
0.0591111,,,
0.0591444,,,
0.0591778,,,
0.0592111,,,
0.0592444,,,
0.0592778,,,
0.0593111,,,
0.0593444,,,
0.0593778,,,
0.0594111,,,
0.0594444,,,
0.0594778,,,
0.0595111,,,
0.0595444,,,
0.0595778,,,
0.0596111,,,
0.0596444,,,
0.0596778,,,
0.0597111,,,
0.0597444,,,
0.0597778,,,
0.0598111,,,
0.0598444,,,
0.0598778,,,
0.0599111,,,
0.0599444,,,
0.0599778,,,
0.0600111,,,
0.0600444,,,
0.0600778,,,
0.0601111,,,
0.0601444,,,
0.0601778,,,
0.0602111,,,
0.0602444,,,
0.0602778,,,
0.0603111,,,
0.0603444,,,
0.0603778,,,
0.0604111,,,
0.0604444,,,
0.0604778,,,
0.0605111,,,
0.0605444,,,
0.0605778,,,
0.0606111,,,
0.0606444,,,
0.0606778,,,
0.0607111,,,
0.0607444,,,
0.0607778,,,
0.0608111,,,
0.0608444,,,
0.0608778,,,
0.0609111,,,
0.0609444,,,
0.0609778,,,
0.0610111,,,
0.0610444,,,
0.0610778,,,
0.0611111,,,
0.0611444,,,
0.0611778,,,
0.0612111,,,
0.0612444,,,
0.0612778,,,
0.0613111,,,
0.0613444,,,
0.0613778,,,
0.0614111,,,
0.0614444,,,
0.0614778,,,
0.0615111,,,
0.0615444,,,
0.0615778,,,
0.0616111,,,
0.0616444,,,
0.0616778,,,
0.0617111,,,
0.0617444,,,
0.0617778,,,
0.0618111,,,
0.0618444,,,
0.0618778,,,
0.0619111,,,
0.0619444,,,
0.0619778,,,
0.0620111,,,
0.0620444,,,
0.0620778,,,
0.0621111,,,
0.0621444,,,
0.0621778,,,
0.0622111,,,
0.0622444,,,
0.0622778,,,
0.0623111,,,
0.0623444,,,
0.0623778,,,
0.0624111,,,
0.0624444,,,
0.0624778,,,
0.0625111,,,
0.0625444,,,
0.0625778,,,
0.0626111,,,
0.0626444,,,
0.0626778,,,
0.0627111,,,
0.0627444,,,
0.0627778,,,
0.0628111,,,
0.0628444,,,
0.0628778,,,
0.0629111,,,
0.0629444,,,
0.0629778,,,
0.0630111,,,
0.0630444,,,
0.0630778,,,
0.0631111,,,
0.0631444,,,
0.0631778,,,
0.0632111,,,
0.0632444,,,
0.0632778,,,
0.0633111,,,
0.0633444,,,
0.0633778,,,
0.0634111,,,
0.0634444,,,
0.0634778,,,
0.0635111,,,
0.0635444,,,
0.0635778,,,
0.0636111,,,
0.0636444,,,
0.0636778,,,
0.0637111,,,
0.0637444,,,
0.0637778,,,
0.0638111,,,
0.0638444,,,
0.0638778,,,
0.0639111,,,
0.0639444,,,
0.0639778,,,
0.0640111,,,
0.0640444,,,
0.0640778,,,
0.0641111,,,
0.0641444,,,
0.0641778,,,
0.0642111,,,
0.0642444,,,
0.0642778,,,
0.0643111,,,
0.0643444,,,
0.0643778,,,
0.0644111,,,
0.0644444,,,
0.0644778,,,
0.0645111,,,
0.0645444,,,
0.0645778,,,
0.0646111,,,
0.0646444,,,
0.0646778,,,
0.0647111,,,
0.0647444,,,
0.0647778,,,
0.0648111,,,
0.0648444,,,
0.0648778,,,
0.0649111,,,
0.0649444,,,
0.0649778,,,
0.0650111,,,
0.0650444,,,
0.0650778,,,
0.0651111,,,
0.0651444,,,
0.0651778,,,
0.0652111,,,
0.0652444,,,
0.0652778,,,
0.0653111,,,
0.0653444,,,
0.0653778,,,
0.0654111,,,
0.0654444,,,
0.0654778,,,
0.0655111,,,
0.0655444,,,
0.0655778,,,
0.0656111,,,
0.0656444,,,
0.0656778,,,
0.0657111,,,
0.0657444,,,
0.0657778,,,
0.0658111,,,
0.0658444,,,
0.0658778,,,
0.0659111,,,
0.0659444,,,
0.0659778,,,
0.0660111,,,
0.0660444,,,
0.0660778,,,
0.0661111,,,
0.0661444,,,
0.0661778,,,
0.0662111,,,
0.0662444,,,
0.0662778,,,
0.0663111,,,
0.0663444,,,
0.0663778,,,
0.0664111,,,
0.0664444,,,
0.0664778,,,
0.0665111,,,
0.0665444,,,
0.0665778,,,
0.0666111,,,
0.0666444,,,
0.0666778,,,
0.0667111,,,
0.0667444,,,
0.0667778,,,
0.0668111,,,
0.0668444,,,
0.0668778,,,
0.0669111,,,
0.0669444,,,
0.0669778,,,
0.0670111,,,
0.0670444,,,
0.0670778,,,
0.0671111,,,
0.0671444,,,
0.0671778,,,
0.0672111,,,
0.0672444,,,
0.0672778,,,
0.0673111,,,
0.0673444,,,
0.0673778,,,
